entity_type,entity_name,cited_doc_count,non_cited_doc_count,cited_coverage_rate,non_cited_coverage_rate,coverage_lift,cited_total_mentions,non_cited_total_mentions,avg_salience_cited,avg_salience_non_cited
PRICE,49.00 €,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$299,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$399.99,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$35,0,2,0.0,0.0465,0.0,0,3,0.0,0.0
PRICE,$340,0,1,0.0,0.0233,0.0,0,2,0.0,0.0
PRICE,$121,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$107.99,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$145,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$247,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$600,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$215.99,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$300.00,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$0.01,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$10M,0,1,0.0,0.0233,0.0,0,2,0.0,0.0
PRICE,$20,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$500.00,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
PRICE,$29.95,0,1,0.0,0.0233,0.0,0,2,0.0,0.0
PRICE,253 USD,0,1,0.0,0.0233,0.0,0,1,0.0,0.0
ORGANIZATION,she,2,1,0.1,0.0233,4.2918,2,1,0.000632,0.000287
ORGANIZATION,Now,1,1,0.05,0.0233,2.1459,1,2,0.001524,0.00217
ORGANIZATION,Bangladesh,1,1,0.05,0.0233,2.1459,1,5,0.00302,0.000224
ORGANIZATION,PayPal,1,1,0.05,0.0233,2.1459,1,2,0.00085,0.000296
ORGANIZATION,2024,4,0,0.2,0.0,2.0,7,0,0.006903,0.0
ORGANIZATION,USPS,4,8,0.2,0.186,1.0753,6,16,0.002002,0.001395
ORGANIZATION,2026,1,2,0.05,0.0465,1.0753,1,2,0.002481,0.01655
ORGANIZATION,UPS,6,12,0.3,0.2791,1.0749,11,40,0.001465,0.002428
ORGANIZATION,FedEx,6,14,0.3,0.3256,0.9214,16,48,0.001693,0.002996
ORGANIZATION,Canada Post,1,3,0.05,0.0698,0.7163,1,7,0.000967,0.001056
ORGANIZATION,DHL,4,13,0.2,0.3023,0.6616,5,21,0.002465,0.001264
ORGANIZATION,Thanks to Sendcloud,1,0,0.05,0.0,0.5,1,0,0.000864,0.0
ORGANIZATION,The software can be overwhelming and complex to manage,1,0,0.05,0.0,0.5,1,0,0.006867,0.0
ORGANIZATION,being,1,0,0.05,0.0,0.5,1,0,0.008901,0.0
ORGANIZATION,The reason LateShipment.com,1,0,0.05,0.0,0.5,1,0,0.020633,0.0
ORGANIZATION,The Batch,1,0,0.05,0.0,0.5,1,0,0.003679,0.0
ORGANIZATION,The best 15,1,0,0.05,0.0,0.5,2,0,0.038629,0.0
ORGANIZATION,The ReturnLogic Difference,1,0,0.05,0.0,0.5,4,0,0.041098,0.0
ORGANIZATION,The combination of time-savings,1,0,0.05,0.0,0.5,1,0,0.025689,0.0
ORGANIZATION,and more time generating sales.,1,0,0.05,0.0,0.5,1,0,0.021315,0.0
ORGANIZATION,Mozambique,1,0,0.05,0.0,0.5,2,0,0.002403,0.0
ORGANIZATION,Pakistan,1,0,0.05,0.0,0.5,1,0,0.002403,0.0
ORGANIZATION,Oracle,1,0,0.05,0.0,0.5,1,0,4e-05,0.0
ORGANIZATION,Starter,1,0,0.05,0.0,0.5,2,0,0.000402,0.0
ORGANIZATION,Frequently Asked Questions,1,0,0.05,0.0,0.5,1,0,0.000252,0.0
ORGANIZATION,Ghana,1,0,0.05,0.0,0.5,1,0,0.002481,0.0
ORGANIZATION,Reebok,1,0,0.05,0.0,0.5,1,0,0.000145,0.0
ORGANIZATION,American,1,0,0.05,0.0,0.5,1,0,0.00302,0.0
ORGANIZATION,Sid,1,0,0.05,0.0,0.5,1,0,0.000762,0.0
ORGANIZATION,Namibia,1,0,0.05,0.0,0.5,2,0,0.003323,0.0
ORGANIZATION,Oman,1,0,0.05,0.0,0.5,1,0,0.002403,0.0
ORGANIZATION,Can,1,0,0.05,0.0,0.5,4,0,0.008072,0.0
ORGANIZATION,The 10,1,0,0.05,0.0,0.5,1,0,0.023623,0.0
ORGANIZATION,République centrafricaine,1,0,0.05,0.0,0.5,1,0,0.00302,0.0
ORGANIZATION,Lite,1,0,0.05,0.0,0.5,1,0,0.000246,0.0
ORGANIZATION,who,1,0,0.05,0.0,0.5,1,0,0.002846,0.0
ORGANIZATION,El SalvadorEquatorial Guinea,1,0,0.05,0.0,0.5,1,0,0.002919,0.0
ORGANIZATION,queries,1,0,0.05,0.0,0.5,1,0,0.000179,0.0
ORGANIZATION,the,1,0,0.05,0.0,0.5,1,0,0.004425,0.0
ORGANIZATION,LesothoLiberiaLibya,1,0,0.05,0.0,0.5,1,0,0.002481,0.0
ORGANIZATION,SFCC,1,0,0.05,0.0,0.5,3,0,0.000354,0.0
ORGANIZATION,The 21,1,0,0.05,0.0,0.5,2,0,0.00471,0.0
ORGANIZATION,Cost-effectiveness,1,0,0.05,0.0,0.5,1,0,0.000559,0.0
ORGANIZATION,drastically improve customer satisfaction.,1,0,0.05,0.0,0.5,1,0,0.005335,0.0
ORGANIZATION,CX,1,0,0.05,0.0,0.5,1,0,0.02941,0.0
ORGANIZATION,The Best 15,1,0,0.05,0.0,0.5,2,0,0.048746,0.0
ORGANIZATION,does,1,0,0.05,0.0,0.5,1,0,0.000413,0.0
ORGANIZATION,Panama,1,0,0.05,0.0,0.5,1,0,0.001286,0.0
ORGANIZATION,The combination of clear policies,1,0,0.05,0.0,0.5,4,0,0.024427,0.0
ORGANIZATION,Thank you,1,0,0.05,0.0,0.5,1,0,0.012216,0.0
ORGANIZATION,Next,1,5,0.05,0.1163,0.4299,1,5,0.002556,0.003104
ORGANIZATION,eBay,1,8,0.05,0.186,0.2688,1,16,0.00024,0.001014
ORGANIZATION,Benefits,0,1,0.0,0.0233,0.0,0,1,0.0,0.000278
ORGANIZATION,The key areas,0,1,0.0,0.0233,0.0,0,1,0.0,0.015205
ORGANIZATION,FREE COURSE,0,1,0.0,0.0233,0.0,0,1,0.0,0.000398
ORGANIZATION,There are 3,0,1,0.0,0.0233,0.0,0,1,0.0,0.00048
ORGANIZATION,The Pros and Cons,0,1,0.0,0.0233,0.0,0,10,0.0,0.016235
ORGANIZATION,Alibaba,0,1,0.0,0.0233,0.0,0,1,0.0,0.000227
ORGANIZATION,surprises,0,1,0.0,0.0233,0.0,0,1,0.0,0.000705
ORGANIZATION,Orange,0,1,0.0,0.0233,0.0,0,1,0.0,0.000104
ORGANIZATION,Alexa,0,1,0.0,0.0233,0.0,0,1,0.0,0.00185
ORGANIZATION,Central African Republic,0,1,0.0,0.0233,0.0,0,10,0.0,0.000424
ORGANIZATION,It,0,2,0.0,0.0465,0.0,0,3,0.0,0.005975
ORGANIZATION,Success,0,4,0.0,0.093,0.0,0,8,0.0,0.006958
ORGANIZATION,Google,0,4,0.0,0.093,0.0,0,14,0.0,0.000575
ORGANIZATION,can,0,4,0.0,0.093,0.0,0,4,0.0,0.022333
ORGANIZATION,The Geo Network,0,1,0.0,0.0233,0.0,0,1,0.0,0.001562
ORGANIZATION,The 2026,0,1,0.0,0.0233,0.0,0,1,0.0,0.001452
ORGANIZATION,China,0,1,0.0,0.0233,0.0,0,5,0.0,0.000214
ORGANIZATION,Less,0,1,0.0,0.0233,0.0,0,1,0.0,0.000254
ORGANIZATION,Montserrat,0,1,0.0,0.0233,0.0,0,5,0.0,0.000309
ORGANIZATION,Free,0,1,0.0,0.0233,0.0,0,1,0.0,0.000329
ORGANIZATION,The tool's Growth,0,1,0.0,0.0233,0.0,0,1,0.0,0.005512
ORGANIZATION,The automation of tax documentation,0,1,0.0,0.0233,0.0,0,1,0.0,0.002471
ORGANIZATION,The top 5,0,1,0.0,0.0233,0.0,0,1,0.0,0.002765
ORGANIZATION,The Ship,0,1,0.0,0.0233,0.0,0,1,0.0,0.00194
ORGANIZATION,The Forest Song,0,1,0.0,0.0233,0.0,0,1,0.0,0.002185
ORGANIZATION,Handles,0,1,0.0,0.0233,0.0,0,1,0.0,0.000404
ORGANIZATION,The service covers direct-to-consumer,0,1,0.0,0.0233,0.0,0,1,0.0,0.002824
ORGANIZATION,Intelligently,0,1,0.0,0.0233,0.0,0,1,0.0,0.000497
ORGANIZATION,Comoros,0,1,0.0,0.0233,0.0,0,5,0.0,0.000214
ORGANIZATION,The cookie ytidb,0,3,0.0,0.0698,0.0,0,3,0.0,0.009829
ORGANIZATION,The Bulwark,0,1,0.0,0.0233,0.0,0,1,0.0,0.000884
ORGANIZATION,The Flip Factory,0,1,0.0,0.0233,0.0,0,1,0.0,0.000931
ORGANIZATION,specifically,0,1,0.0,0.0233,0.0,0,1,0.0,0.000961
ORGANIZATION,The Rise of Delivery Intelligence,0,1,0.0,0.0233,0.0,0,1,0.0,0.002272
ORGANIZATION,The ultimate key is having access,0,1,0.0,0.0233,0.0,0,1,0.0,0.009992
ORGANIZATION,The use of artificial intelligence,0,1,0.0,0.0233,0.0,0,1,0.0,0.008489
ORGANIZATION,crucial,0,1,0.0,0.0233,0.0,0,1,0.0,0.000261
ORGANIZATION,The result is broader delivery coverage,0,1,0.0,0.0233,0.0,0,1,0.0,0.029764
ORGANIZATION,The report continues:,0,1,0.0,0.0233,0.0,0,1,0.0,0.071108
ORGANIZATION,1980,0,1,0.0,0.0233,0.0,0,2,0.0,0.0011
ORGANIZATION,Walmart,0,6,0.0,0.1395,0.0,0,8,0.0,0.000286
ORGANIZATION,Wunschzustellung,0,1,0.0,0.0233,0.0,0,1,0.0,2.9e-05
ORGANIZATION,The Almond Tree,0,1,0.0,0.0233,0.0,0,1,0.0,0.00139
ORGANIZATION,The Return Headache,0,1,0.0,0.0233,0.0,0,1,0.0,0.003897
ORGANIZATION,three,0,1,0.0,0.0233,0.0,0,1,0.0,0.000104
ORGANIZATION,Cuba,0,1,0.0,0.0233,0.0,0,5,0.0,0.000212
ORGANIZATION,Purple Screen Light,0,1,0.0,0.0233,0.0,0,1,0.0,0.000277
ORGANIZATION,The Walmart you love,0,1,0.0,0.0233,0.0,0,1,0.0,0.082356
ORGANIZATION,that,0,1,0.0,0.0233,0.0,0,1,0.0,0.004458
ORGANIZATION,speed,0,3,0.0,0.0698,0.0,0,3,0.0,0.00074
ORGANIZATION,The,0,2,0.0,0.0465,0.0,0,3,0.0,0.066584
ORGANIZATION,Starter Plan,0,1,0.0,0.0233,0.0,0,3,0.0,0.002279
ORGANIZATION,news,0,1,0.0,0.0233,0.0,0,1,0.0,0.000232
ORGANIZATION,Primarily,0,1,0.0,0.0233,0.0,0,1,0.0,0.000355
ORGANIZATION,Ebay,0,1,0.0,0.0233,0.0,0,1,0.0,0.000318
ORGANIZATION,EVs,0,1,0.0,0.0233,0.0,0,1,0.0,0.000226
ORGANIZATION,Started,0,1,0.0,0.0233,0.0,0,1,0.0,0.000406
ORGANIZATION,The truth is,0,1,0.0,0.0233,0.0,0,2,0.0,0.020723
ORGANIZATION,Nextsmartship,0,1,0.0,0.0233,0.0,0,1,0.0,0.000147
ORGANIZATION,Automatically,0,6,0.0,0.1395,0.0,0,12,0.0,0.003216
ORGANIZATION,The Daily Signal,0,1,0.0,0.0233,0.0,0,1,0.0,0.00158
ORGANIZATION,beneficial,0,1,0.0,0.0233,0.0,0,1,0.0,0.000634
ORGANIZATION,saving time and reducing errors.,0,1,0.0,0.0233,0.0,0,1,0.0,0.003443
ORGANIZATION,VR,0,1,0.0,0.0233,0.0,0,1,0.0,0.000225
ORGANIZATION,The Bulwark Podcast,0,1,0.0,0.0233,0.0,0,1,0.0,0.000885
ORGANIZATION,CO,0,1,0.0,0.0233,0.0,0,1,0.0,0.001822
ORGANIZATION,The Brand Name Lie,0,1,0.0,0.0233,0.0,0,1,0.0,0.001628
ORGANIZATION,it,0,1,0.0,0.0233,0.0,0,1,0.0,0.000597
ORGANIZATION,The buying decision,0,1,0.0,0.0233,0.0,0,1,0.0,0.00749
ORGANIZATION,Name,0,1,0.0,0.0233,0.0,0,1,0.0,0.000271
ORGANIZATION,Sentinel,0,1,0.0,0.0233,0.0,0,1,0.0,4.9e-05
ORGANIZATION,Returns Management Software,0,1,0.0,0.0233,0.0,0,1,0.0,0.071053
ORGANIZATION,Tumblr,0,1,0.0,0.0233,0.0,0,1,0.0,0.000513
ORGANIZATION,The Shopify ecosystem in 2026,0,1,0.0,0.0233,0.0,0,1,0.0,0.077547
ORGANIZATION,beyond,0,1,0.0,0.0233,0.0,0,1,0.0,0.000118
ORGANIZATION,2025,0,2,0.0,0.0465,0.0,0,2,0.0,0.000839
ORGANIZATION,National,0,1,0.0,0.0233,0.0,0,1,0.0,0.000124
ORGANIZATION,Great,0,1,0.0,0.0233,0.0,0,1,0.0,0.006072
ORGANIZATION,altogether,0,1,0.0,0.0233,0.0,0,1,0.0,0.000591
ORGANIZATION,pilot,0,1,0.0,0.0233,0.0,0,1,0.0,0.000331
PERSON,Shipwell,3,1,0.15,0.0233,6.4378,5,1,0.008235,0.017358
PERSON,Centralized,2,1,0.1,0.0233,4.2918,2,1,0.000439,0.000414
PERSON,Professional,2,1,0.1,0.0233,4.2918,2,1,0.001776,9.7e-05
PERSON,Happy Returns,2,1,0.1,0.0233,4.2918,3,1,0.000749,0.041252
PERSON,Slovensko,1,1,0.05,0.0233,2.1459,1,1,0.001571,0.00027
PERSON,Marketplaces,1,1,0.05,0.0233,2.1459,1,2,0.002327,0.087388
PERSON,Prioritizing,1,1,0.05,0.0233,2.1459,1,1,0.004095,0.000328
PERSON,Privacy Policy,1,1,0.05,0.0233,2.1459,1,1,0.000408,0.013318
PERSON,Incentivize,1,1,0.05,0.0233,2.1459,4,2,0.01071,0.000393
PERSON,Saudi Arabia,1,1,0.05,0.0233,2.1459,1,5,0.001286,0.000181
PERSON,Generate,1,1,0.05,0.0233,2.1459,1,2,0.001342,0.000412
PERSON,Business,1,1,0.05,0.0233,2.1459,1,1,0.000513,0.000412
PERSON,South Sudan,1,1,0.05,0.0233,2.1459,1,5,0.001248,0.000391
PERSON,Sri Lanka,1,1,0.05,0.0233,2.1459,1,5,0.000903,0.000178
PERSON,Intuitive Shipping,1,1,0.05,0.0233,2.1459,3,2,0.002574,0.000485
PERSON,From,1,1,0.05,0.0233,2.1459,1,1,0.000473,0.001169
PERSON,Premium,1,1,0.05,0.0233,2.1459,2,1,0.000592,0.000735
PERSON,Starter,1,1,0.05,0.0233,2.1459,1,1,0.00067,0.002145
PERSON,Islas Malvinas,1,1,0.05,0.0233,2.1459,1,5,0.013034,0.001324
PERSON,Chad,1,1,0.05,0.0233,2.1459,2,10,0.00302,0.000215
PERSON,Real-Time Tracking,1,1,0.05,0.0233,2.1459,1,2,0.023192,0.000552
PERSON,Top 12,1,1,0.05,0.0233,2.1459,1,1,0.001771,0.00035
PERSON,Mauritius,1,1,0.05,0.0233,2.1459,1,5,0.002403,0.000311
PERSON,Kabu Verdi,1,1,0.05,0.0233,2.1459,1,5,0.00302,0.000216
PERSON,Narvar,1,1,0.05,0.0233,2.1459,1,1,0.000738,0.008715
PERSON,Remember,1,1,0.05,0.0233,2.1459,1,1,9.4e-05,0.003625
PERSON,Route,1,1,0.05,0.0233,2.1459,2,1,0.026576,0.000717
PERSON,Afghanistan,1,1,0.05,0.0233,2.1459,1,5,0.00302,0.00023
PERSON,Businesses,1,1,0.05,0.0233,2.1459,2,1,0.007765,0.003973
PERSON,Advanced,2,3,0.1,0.0698,1.4327,2,3,0.000562,0.001256
PERSON,Clear,2,3,0.1,0.0698,1.4327,2,4,0.000203,0.000859
PERSON,Comprehensive,2,3,0.1,0.0698,1.4327,3,3,0.001638,0.002226
PERSON,Automatically,1,2,0.05,0.0465,1.0753,1,2,0.003146,0.000545
PERSON,Multilingual,1,2,0.05,0.0465,1.0753,1,3,0.000528,0.000738
PERSON,Consider,2,0,0.1,0.0,1.0,2,0,0.000492,0.0
PERSON,Personalized,2,0,0.1,0.0,1.0,3,0,0.002698,0.0
PERSON,Customer Experience,2,0,0.1,0.0,1.0,2,0,0.005318,0.0
PERSON,Loop Returns,1,3,0.05,0.0698,0.7163,4,3,0.001081,0.00185
PERSON,Essentials,1,3,0.05,0.0698,0.7163,1,4,0.000329,0.002362
PERSON,Thank you,1,3,0.05,0.0698,0.7163,1,4,0.000353,0.001698
PERSON,Easyship,1,4,0.05,0.093,0.5376,2,6,0.032999,0.002264
PERSON,Shippo,4,17,0.2,0.3953,0.5059,11,34,0.052532,0.031547
PERSON,Shopify Users,1,0,0.05,0.0,0.5,1,0,0.002224,0.0
PERSON,Wendy Webster,1,0,0.05,0.0,0.5,1,0,0.004192,0.0
PERSON,or,1,0,0.05,0.0,0.5,3,0,0.000776,0.0
PERSON,Kulani Kinis,1,0,0.05,0.0,0.5,1,0,0.000186,0.0
PERSON,Comparison 2026,1,0,0.05,0.0,0.5,2,0,0.011019,0.0
PERSON,Jacob Folsom,1,0,0.05,0.0,0.5,1,0,0.000363,0.0
PERSON,Vasco Fernandes,1,0,0.05,0.0,0.5,1,0,0.000394,0.0
PERSON,Tracking Pages,1,0,0.05,0.0,0.5,1,0,0.005267,0.0
PERSON,Chris Cage,1,0,0.05,0.0,0.5,1,0,0.002436,0.0
