entity_type,entity_name,cited_doc_count,non_cited_doc_count,cited_coverage_rate,non_cited_coverage_rate,coverage_lift,cited_total_mentions,non_cited_total_mentions,avg_salience_cited,avg_salience_non_cited
DATE,5/22/26,1,0,0.125,0.0,1.25,7,0,0.0,0.0
DATE,4/24/26,1,0,0.125,0.0,1.25,7,0,0.0,0.0
DATE,6/20/26,1,0,0.125,0.0,1.25,14,0,0.0,0.0
DATE,"March 29, 2026",1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,4/10/26,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"June 12, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,6/1/26,1,0,0.125,0.0,1.25,25,0,0.0,0.0
DATE,"May 8, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"April 10, 2026",1,0,0.125,0.0,1.25,5,0,0.0,0.0
DATE,6/28/26,1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,"September 19, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"July 13, 2026",1,0,0.125,0.0,1.25,2,0,0.0,0.0
DATE,7/31/26,1,0,0.125,0.0,1.25,4,0,0.0,0.0
DATE,4/26/26,1,0,0.125,0.0,1.25,15,0,0.0,0.0
DATE,"July 20, 2026",1,0,0.125,0.0,1.25,2,0,0.0,0.0
DATE,"Apr 14, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"Sep 20, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"July 13, 20",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,June 25,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"April 4, 2016",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,April,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,7/30/26,1,0,0.125,0.0,1.25,11,0,0.0,0.0
DATE,February 2027,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,6/6/26,1,0,0.125,0.0,1.25,7,0,0.0,0.0
DATE,5/10/26,1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,"Sep 16, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,5/11/26,1,0,0.125,0.0,1.25,10,0,0.0,0.0
DATE,6/29/26,1,0,0.125,0.0,1.25,22,0,0.0,0.0
DATE,July 6,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,5/21/26,1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,"Jun 15, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"July 23, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"Apr 24, 2026",1,0,0.125,0.0,1.25,2,0,0.0,0.0
DATE,"May 29, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"May 22, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,July 2,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,9 May 2026 Sun,1,0,0.125,0.0,1.25,4,0,0.0,0.0
DATE,4/17/26,1,0,0.125,0.0,1.25,8,0,0.0,0.0
DATE,"June 13, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,6/19/26,1,0,0.125,0.0,1.25,26,0,0.0,0.0
DATE,6/8/26,1,0,0.125,0.0,1.25,21,0,0.0,0.0
DATE,"May 25, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,4/22/26,1,0,0.125,0.0,1.25,7,0,0.0,0.0
DATE,"February 15, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"June 5, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"July 2, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"June 26, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"Apr 27, 2026",1,0,0.125,0.0,1.25,2,0,0.0,0.0
DATE,5/25/26,1,0,0.125,0.0,1.25,10,0,0.0,0.0
DATE,5/1/26,1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,7/6/26,1,0,0.125,0.0,1.25,18,0,0.0,0.0
DATE,"November 27, 2018",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,"Sep 6, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,6/10/26,1,0,0.125,0.0,1.25,4,0,0.0,0.0
DATE,"June 6, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,5/18/26,1,0,0.125,0.0,1.25,14,0,0.0,0.0
DATE,"June 15, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,7/23/26,1,0,0.125,0.0,1.25,11,0,0.0,0.0
DATE,7/18/26,1,0,0.125,0.0,1.25,3,0,0.0,0.0
DATE,"May 30, 2026",1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,4/25/26,1,0,0.125,0.0,1.25,7,0,0.0,0.0
DATE,10/3/26,1,0,0.125,0.0,1.25,1,0,0.0,0.0
DATE,7/13/26,1,0,0.125,0.0,1.25,14,0,0.0,0.0
DATE,2025,1,5,0.125,0.2778,0.45,2,13,0.0,0.0
DATE,2026年03月10日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026年3月,0,3,0.0,0.1667,0.0,0,4,0.0,0.0
DATE,2025-Jul-28,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,1933年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/04/12,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/01/18,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023年1月31日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2024-Oct-21,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2027/2/3,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2027/2/7,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2025-09-26,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026/03/13 18:50,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年8月,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2025年4月28日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026-03-13 12:19:41,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023-Aug-31,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年4月30日23:59,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/04/08,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-03-11 16:21:44,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年4月30日23:59 (GMT+8),0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027年1月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/03/31,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年,0,8,0.0,0.4444,0.0,0,15,0.0,0.0
DATE,2026 年12 月31 日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027 年9 月30 日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,30日,0,1,0.0,0.0556,0.0,0,3,0.0,0.0
DATE,2026-Jan-16,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2025/12/27,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,10.3.1,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2025-Jul-23,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027年3月,0,1,0.0,0.0556,0.0,0,5,0.0,0.0
DATE,"Dec 21, 2024",0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,1840,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-03-16 13:56:17,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年3月16,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,10.3.2,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025-Nov-07,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2026/04/15,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年12月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026 年4 月30 日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026 年3 月10 日,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2026年03月16日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2024年12月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026 年,0,5,0.0,0.2778,0.0,0,6,0.0,0.0
DATE,2026-03-13 11:34:10,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年9月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年12月,0,3,0.0,0.1667,0.0,0,5,0.0,0.0
DATE,2025年6月,0,1,0.0,0.0556,0.0,0,6,0.0,0.0
DATE,2026/9/26,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026年3月15日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/04/10,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年7月6日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年10月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027/8/30,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2024-01-03,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/03/19,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,4/17/2026,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2022/11/22,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,5月4日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027/9/2,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年12月15日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025-Jan-23,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2026-Feb-17,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,2026年6月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025/12/10,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-04-17,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025-08-29,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,1998年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Feb-04,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,12月-2,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2030年,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2023-Mar-09,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2024,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,2025 年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,4月1日,0,1,0.0,0.0556,0.0,0,3,0.0,0.0
DATE,2027年,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,2026年3月10日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026/03/18 18:04,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年12月31日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年6月18日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2027/01/09,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/1/1,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,10.3.3,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Jan-02,0,1,0.0,0.0556,0.0,0,3,0.0,0.0
DATE,2022,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023-Oct-08,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026 年4 月,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2026/04/07,0,2,0.0,0.1111,0.0,0,4,0.0,0.0
DATE,2014,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年12月28日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Mar-13,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2026-03-12 18:40:34,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Feb-13,0,2,0.0,0.1111,0.0,0,4,0.0,0.0
DATE,3月10日,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,2026-Feb-10,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,2026年4月22日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Jan-31,0,2,0.0,0.1111,0.0,0,3,0.0,0.0
DATE,3月31,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/4/26,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026/3/10,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年11月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2028年,0,2,0.0,0.1111,0.0,0,5,0.0,0.0
DATE,2025-09-27,0,1,0.0,0.0556,0.0,0,4,0.0,0.0
DATE,2024-Jul-29,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025-Jul-24,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年5月21日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2028,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,"April 17, 2026",0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,5月2日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026年4月,0,3,0.0,0.1667,0.0,0,8,0.0,0.0
DATE,2024年12月10日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2025-09-28,0,1,0.0,0.0556,0.0,0,4,0.0,0.0
DATE,1999,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023-Oct-09,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026 年4 月22 日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Apr-01,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
DATE,2024年,0,4,0.0,0.2222,0.0,0,6,0.0,0.0
DATE,2026/04/30,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,1923,0,1,0.0,0.0556,0.0,0,3,0.0,0.0
DATE,2026-04-10 17:44:08,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年8月,0,3,0.0,0.1667,0.0,0,4,0.0,0.0
DATE,2022年,0,1,0.0,0.0556,0.0,0,3,0.0,0.0
DATE,2025-09-29,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026年2月,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026-04-16,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026-03-12,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,27 日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2015年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年,0,2,0.0,0.1111,0.0,0,6,0.0,0.0
DATE,2026年4月30日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,1904年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年5月,0,3,0.0,0.1667,0.0,0,9,0.0,0.0
DATE,2027 年1 月9 日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,1971年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年9月,0,1,0.0,0.0556,0.0,0,4,0.0,0.0
DATE,2026-04-21 07:22:20,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-04-09 15:00:18,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2011年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/02/16,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-Apr-02,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025年4月29日,0,1,0.0,0.0556,0.0,0,2,0.0,0.0
DATE,2026年4月12日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年10月11日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2025-Aug-01,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2024Dec 21,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,3月27日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年7月16日,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-03-12 14:41:00,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2023/07/17,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026年7月,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026/03/10,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2012年,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,2026-04-08 11:03:56,0,1,0.0,0.0556,0.0,0,1,0.0,0.0
DATE,April2026,0,2,0.0,0.1111,0.0,0,2,0.0,0.0
